Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.14102617859972552,0.13437384207031916,0.6805911888672401,0.044008790462715185
1,0.18367111145204285,0.3186991157819516,0.37467340244760394,0.12295637031840165
2,0.1267212127721184,0.24066163547282077,0.42001081063186557,0.2126063411231953
3,0.21991678921850244,0.25555635439038693,0.37818894199349706,0.14633791439761354
4,0.20372736227354776,0.23523394511949858,0.34647049503872296,0.2145681975682307
5,0.17720217527632198,0.26543625775920054,0.4216949418096836,0.1356666251547939
6,0.11322565452541436,0.2496320179635655,0.5011469221196213,0.13599540539139893
7,0.17812614542023728,0.3371133654420614,0.3230526469654625,0.1617078421722389
8,0.20446458811378196,0.29034301619873376,0.40905196612514005,0.09614042956234428
9,0.15076013962018178,0.21056942658051703,0.4985013230630914,0.14016911073620975
10,0.21731561603356228,0.4077459934335783,0.26184197756788974,0.11309641296496979
11,0.1432095902874733,0.29451869429834987,0.42974291607292875,0.13252879934124814
12,0.19135657807346043,0.3049115051974073,0.43425649586698356,0.06947542086214882
13,0.1765370861674537,0.3373867128319194,0.3932898355993125,0.09278636540131428
14,0.17625373248227044,0.19031644774364992,0.5892063814225733,0.04422343835150635
15,0.18246140262659302,0.22930071567855823,0.49508036012556195,0.09315752156928682
16,0.08469214972314355,0.12236982112216407,0.754092003070303,0.03884602608438942
17,0.1471355027821503,0.21722090243349543,0.5233792766198629,0.11226431816449141
18,0.18887855518459062,0.25238456567379897,0.47517632841351637,0.08356055072809405
19,0.14913272588818627,0.2626091655660711,0.454926636295381,0.13333147225036174
20,0.11543015256505526,0.17813227511808782,0.6497956026215401,0.05664196969531673
21,0.1832616333211637,0.26674042084713667,0.45265391505638614,0.09734403077531349
22,0.10861557126950407,0.16400540780428685,0.6904177377161559,0.03696128321005318
23,0.17485609886295134,0.3171803444109686,0.40675826858149433,0.10120528814458582
24,0.0769598557560832,0.1013597026196129,0.7848415550169229,0.036838886607380966
25,0.17241102197282032,0.2566840117830018,0.45097034500984423,0.11993462123433371
26,0.08215203015097834,0.13757359132566663,0.7154540135263276,0.06482036499702751
27,0.209457751985339,0.26908480237996274,0.4399824945743994,0.08147495106029871
28,0.08754056852944775,0.24754690221636927,0.5380669949539673,0.12684553430021583
29,0.1663017458606925,0.29369969198060664,0.38389768203612684,0.15610088012257414
30,0.2012309045895626,0.25944742918612584,0.48048366096772593,0.05883800525658554
31,0.189698386585074,0.3017023795006341,0.4243815532183373,0.08421768069595455
32,0.160097097445181,0.21836755835495886,0.5520818554872161,0.06945348871264416
33,0.1651870755606945,0.2348269804840493,0.524315468072615,0.07567047588264128
34,0.10238601050209314,0.13475271178794812,0.7134902191048836,0.049371058605075124
35,0.18483177522742308,0.2938380744646423,0.3882840508828709,0.13304609942506374
36,0.0718058016433442,0.23524692471807185,0.3073386334089846,0.38560864022959923
37,0.16014718307362874,0.2670082227032111,0.4591502829910342,0.11369431123212599
38,0.11045052820157521,0.21453676786818485,0.5792372147297259,0.09577548920051399
39,0.18227342948314146,0.25934451858514757,0.44501965869519716,0.11336239323651376
40,0.10455243403321104,0.36382755213944634,0.4089629917146827,0.12265702211265993
41,0.1882411317234108,0.28283192227710063,0.36026627430126806,0.1686606716982205
42,0.14747323397681986,0.2069789462668513,0.5154132949456853,0.13013452481064358
43,0.1804888507469952,0.22116899542755095,0.48598362221557284,0.11235853160988088
44,0.08775644006253516,0.16762098198196437,0.6698303907890345,0.07479218716646592
45,0.18469690505427644,0.3408653815898088,0.37171457472035957,0.10272313863555527
46,0.14736193492987118,0.19454534107752156,0.5677043525434818,0.09038837144912538
47,0.1582399432591735,0.27466360368050663,0.4446560856358568,0.12244036742446303
48,0.15562589252446168,0.23671518255192053,0.44727491212583925,0.16038401279777864
49,0.20207867817932418,0.2518981731247685,0.4547907919297094,0.09123235676619797
50,0.13411168470818427,0.16108191711149877,0.6728625335576478,0.03194386462266921
51,0.19458755422796,0.28727571831307325,0.429254104281896,0.08888262317707078
52,0.30949057222570225,0.33737355489999865,0.32997543196869544,0.023160440905603683
53,0.1902996180516339,0.2316450289265156,0.49315051265654286,0.08490484036530761
54,0.3546856474688357,0.3491017275860475,0.2757493544810662,0.02046327046405058
55,0.16745846506208614,0.26203255991354163,0.4359990115554859,0.13450996346888644
56,0.321690734898566,0.3143567123779265,0.28837630916173673,0.0755762435617709
57,0.1576495321053716,0.2963618631292995,0.3913494391219481,0.15463916564338087
58,0.11946472479028565,0.2209415738927368,0.3474204236376668,0.3121732776793108
59,0.16713662087008938,0.2632626968590673,0.4401509974502813,0.12944968482056204
60,0.18765977062600464,0.3555807061327433,0.28564122093349065,0.17111830230776143
61,0.18843044430543324,0.32722114339972336,0.3746790797216359,0.10966933257320753
62,0.1375740580912296,0.38188462148946134,0.34712372352367304,0.13341759689563606
63,0.20957903132762015,0.25926234167500156,0.3551017666675463,0.17605686032983206
64,0.16148144271680065,0.36760668623099607,0.28699347529260427,0.18391839575959912
65,0.15582517508174823,0.25587564232044296,0.4471734646387606,0.14112571795904816
66,0.16132743108230257,0.4776631952966388,0.24158593870369927,0.11942343491735924
67,0.21308921381852552,0.25304920731090524,0.4099823277062697,0.12387925116429963
68,0.12397265122789144,0.4210607029836882,0.3405055980420169,0.11446104774640349
69,0.19913685666632636,0.2657670278566463,0.43543530811041725,0.09966080736661005
70,0.13095540694194974,0.2001911213896222,0.5851303218023597,0.08372314986606838
71,0.17905817434140106,0.30049272377824565,0.39204103872622514,0.12840806315412817
72,0.21039845293359524,0.32056242979994903,0.35231124486733273,0.11672787239912294
73,0.21115362648744954,0.31788821838926073,0.3658420611985143,0.10511609392477546
74,0.17360202126390822,0.18539108432222168,0.5984825758557639,0.042524318558106185
75,0.19980454513797422,0.25987088701388616,0.4122853198432301,0.12803924800490965
76,0.21040886333927064,0.26733125206780206,0.38779017456262493,0.13446971003030228
77,0.19448328318035377,0.2391294472487059,0.4205577679076023,0.14582950166333808
78,0.13112763583572137,0.3017551928698263,0.280838689640804,0.2862784816536482
79,0.16316660592295965,0.26635968085836526,0.3729361356341426,0.1975375775845326
80,0.16018226513136882,0.27527812098521526,0.4149694431049918,0.14957017077842422
81,0.1940999403831489,0.24410836224224824,0.4686167166753583,0.09317498069924465
82,0.25516314516242483,0.3573192882240482,0.2926537376198761,0.09486382899365091
83,0.20062888911198892,0.2645557575213794,0.39417288707726317,0.14064246628936852
84,0.09856476589202766,0.1906359451573465,0.6430845893663972,0.06771469958422868
85,0.16258476751052647,0.3175120699305994,0.3941813416404853,0.12572182091838896
86,0.20192574277111786,0.2824148744680016,0.43297709441984555,0.08268228834103507
87,0.14502762223702237,0.2468388119644805,0.48479125657092836,0.12334230922756882
88,0.2259970073627932,0.3632504325027718,0.30115050150584116,0.10960205862859376
89,0.20614006162127585,0.26216329570750224,0.3934261579457719,0.13827048472545
90,0.18683174555122928,0.3779729242465735,0.30556585502442385,0.12962947517777335
91,0.1684117928381145,0.27593725958180326,0.46802446507917117,0.08762648250091107
92,0.12009022744462101,0.26018003278515683,0.4513918738367327,0.16833786593348948
93,0.19712545784516472,0.25788506439513426,0.40967306228196126,0.13531641547773982
94,0.2579647034021407,0.3466982590060433,0.3584736668617338,0.03686337073008229
95,0.16601762512885973,0.2930685370121882,0.4311982897022562,0.10971554815669593
96,0.1479313160878173,0.12512514789974866,0.6938347439238676,0.03310879208856648
97,0.2236796720827001,0.20326054632067264,0.43683609674743856,0.13622368484918862
98,0.12516974147351004,0.25305615873559045,0.4834454421704231,0.1383286576204764
99,0.1969869133478518,0.29306136502082836,0.4060518091301772,0.10389991250114267
100,0.22987933020291568,0.35787543219202317,0.29464725910739675,0.11759797849766442
101,0.17090624206775676,0.2505372517012287,0.4852143124331197,0.09334219379789484
102,0.28731222879629104,0.28650420744342364,0.27510336769297383,0.15108019606731157
103,0.17839294946684947,0.24759810447108616,0.4060854344300372,0.16792351163202718
104,0.11517034478291996,0.19591794390775646,0.5697617725621007,0.11914993874722288
105,0.1913154161295858,0.23944205920302958,0.44252613190066553,0.12671639276671903
106,0.2279897705677856,0.15937291894512667,0.4836982297561955,0.12893908073089233
107,0.20805189669227986,0.30038760219049127,0.38363622280118015,0.10792427831604878
108,0.13799248453512583,0.21984434266635247,0.4689830112422854,0.17318016155623636
109,0.18091553014218142,0.24174609795726643,0.48651879542893006,0.0908195764716221
110,0.10766501485978745,0.19622079455297317,0.6483408388313568,0.04777335175588256
111,0.15714826145574254,0.2696059674317076,0.43670956173501163,0.13653620937753827
112,0.10661019550000728,0.1794635414823114,0.6369349312296775,0.07699133178800388
113,0.20693057306476295,0.2610279221460286,0.43364555169891816,0.09839595309029026
114,0.22124910199558206,0.3857833492629512,0.2685190704380448,0.12444847830342179
115,0.19350248272246576,0.2700729113611129,0.41183774957214686,0.12458685634427463
116,0.08982979422456051,0.1630175474376279,0.675031018600877,0.07212163973693467
117,0.1556664058454931,0.26137558360471247,0.48190568097128283,0.1010523295785117
118,0.10563219696759596,0.20554066021456635,0.6210917468121464,0.06773539600569124
119,0.1575786953864501,0.3051162036968537,0.4061306747427131,0.1311744261739832
